issue_url,format,repo,created_at,title,llm_category
https://api.github.com/repos/CycloneDX/cdxgen/issues/241,cdx,CycloneDX/cdxgen,2023-02-16 07:32:49+00:00,[8.0.x] Output option without value,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/242,cdx,CycloneDX/cdxgen,2023-02-20 15:22:02+00:00,golang bom generation failed if there is 'build' substring somewhere in the project path,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/243,cdx,CycloneDX/cdxgen,2023-02-21 10:58:39+00:00,bom-ref missing for root of project in sbom by cdxgen,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/244,cdx,CycloneDX/cdxgen,2023-02-22 14:53:38+00:00,Setting GRADLE_MULTI_PROJECT_MODE to either true OR false has the same effect,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/245,cdx,CycloneDX/cdxgen,2023-02-22 18:34:29+00:00,NOTICE: issue with yarn.lock,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/247,cdx,CycloneDX/cdxgen,2023-02-27 10:01:16+00:00,Dependency Graph cannot be generated ,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/250,cdx,CycloneDX/cdxgen,2023-03-02 20:18:23+00:00,Error when a package-lock.json file has no packages defined,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/251,cdx,CycloneDX/cdxgen,2023-03-03 11:03:53+00:00,[Go] cdxgen doesn't fallback into manual parsing of go.mod files,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/255,cdx,CycloneDX/cdxgen,2023-03-06 09:41:37+00:00,"Bom.xml ""component"" element is generated with incorrect ""purl"" element and ""bom-ref"" attribute",Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/256,cdx,CycloneDX/cdxgen,2023-03-11 09:21:08+00:00,The option --project-version is now mandatory when interacting with dependency-track --server-url,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/261,cdx,CycloneDX/cdxgen,2023-03-14 10:30:54+00:00,Bug: Push to Dependency Track ignores --project-version argument,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/262,cdx,CycloneDX/cdxgen,2023-03-14 11:50:24+00:00,SBOM Server won't scan a local path unless it is also available on the server,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/265,cdx,CycloneDX/cdxgen,2023-03-17 12:40:13+00:00,2 minutes timeout,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/268,cdx,CycloneDX/cdxgen,2023-03-18 02:36:34+00:00,Docker for desktop is no longer detected on mac,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/271,cdx,CycloneDX/cdxgen,2023-03-20 12:02:01+00:00,Failing to parse Gradle Rich Versions,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/273,cdx,CycloneDX/cdxgen,2023-03-22 17:18:57+00:00,Maven project inheritance is not resolved,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/274,cdx,CycloneDX/cdxgen,2023-03-23 09:59:50+00:00,URIError in decodeURIComponent,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/275,cdx,CycloneDX/cdxgen,2023-03-23 11:54:24+00:00,Dependency Tree failing for yarn.lock files,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/279,cdx,CycloneDX/cdxgen,2023-03-28 12:15:39+00:00,Getting error when trying to generate SBOM for my docker image,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/282,cdx,CycloneDX/cdxgen,2023-03-29 07:42:08+00:00,Support pnpm 8 / Crash with lockfile version 6.0,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/283,cdx,CycloneDX/cdxgen,2023-03-29 11:00:10+00:00,request dependency-track api failed,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/287,cdx,CycloneDX/cdxgen,2023-04-03 11:22:41+00:00,bom generated through cdxgen and uploaded to dependency track doesnot show vulnerabilities,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/288,cdx,CycloneDX/cdxgen,2023-04-07 15:54:59+00:00,"[Maven] In a multi-module project, the root component is incorrect",Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/289,cdx,CycloneDX/cdxgen,2023-04-07 18:39:07+00:00,[Gradle] root component information missing from multi-module gradle project,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/294,cdx,CycloneDX/cdxgen,2023-04-15 17:14:39+00:00,[Gradle] `ref` showing as `undefined` in certain cases,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/299,cdx,CycloneDX/cdxgen,2023-04-22 18:07:19+00:00,Scanning `elasticsearch:8.5.3` Docker image fails with `EACCES: permission denied`,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/3,cdx,CycloneDX/cdxgen,2020-04-23 17:16:25+00:00,issue in mvn and node based single repo,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/30,cdx,CycloneDX/cdxgen,2021-02-09 08:16:22+00:00,Problem uploading BOM to OWASP Dependency Track,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/302,cdx,CycloneDX/cdxgen,2023-04-24 14:21:38+00:00,BREAKING: go SBoM would have the module name under name and empty group name from 8.4.0 onwards,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/303,cdx,CycloneDX/cdxgen,2023-04-24 14:33:17+00:00,urlencoded symbols in purl and bom-ref,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/305,cdx,CycloneDX/cdxgen,2023-04-26 09:59:16+00:00,License list is always empty for npm projects,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/31,cdx,CycloneDX/cdxgen,2021-02-10 08:30:00+00:00,When using cdxgen to generate SBOM for a Python application The hash is stored in the wrong format,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/314,cdx,CycloneDX/cdxgen,2023-05-11 07:46:00+00:00,HTTPError: Response code 405 when generate and upload BOM to dependency track 4.8.0,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/315,cdx,CycloneDX/cdxgen,2023-05-15 09:10:09+00:00,[Gradle] Inaccurate dependencies section in a multi-project gradle build,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/318,cdx,CycloneDX/cdxgen,2023-05-16 19:07:11+00:00,[Gradle] Incorrect dependency information in Gradle project,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/320,cdx,CycloneDX/cdxgen,2023-05-17 15:52:42+00:00,GRADLE_ARGS ignored in recursive (-r) mode,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/322,cdx,CycloneDX/cdxgen,2023-05-17 16:39:10+00:00,[Gradle] Direct dependencies for root inaccurate,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/323,cdx,CycloneDX/cdxgen,2023-05-18 15:03:13+00:00,[Gradle] 'metadata.component` missing in 8.4.10,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/324,cdx,CycloneDX/cdxgen,2023-05-18 18:03:42+00:00,[Gradle] Sub-project direct dependencies broken,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/326,cdx,CycloneDX/cdxgen,2023-05-19 22:38:29+00:00,Dependency Track API call failing with large payloads,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/328,cdx,CycloneDX/cdxgen,2023-05-22 15:27:11+00:00,[Gradle] Root component group and version info missing,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/331,cdx,CycloneDX/cdxgen,2023-05-26 06:08:44+00:00,Even after setting CDX_MAVEN_INCLUDE_TEST_SCOPE=false some of the dependencies of test modules created in BOM,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/333,cdx,CycloneDX/cdxgen,2023-05-26 22:53:01+00:00,cdxgen over reports python dependencies,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/336,cdx,CycloneDX/cdxgen,2023-05-28 20:25:34+00:00,cdxgen fails to look at all dependencies for python project,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/337,cdx,CycloneDX/cdxgen,2023-05-29 20:40:08+00:00,"scanning setup.py doesn't work if ""install_requires"" is initialized to a variable instead of a list of strings",Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/340,cdx,CycloneDX/cdxgen,2023-05-31 13:18:19+00:00,[Gradle] Tool doesn't check for root project dependencies,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/348,cdx,CycloneDX/cdxgen,2023-06-12 14:12:03+00:00,sbom resulting from simple gradle project seems not to be CycloneDX compliant,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/356,cdx,CycloneDX/cdxgen,2023-06-15 17:33:06+00:00,json file is produces in addition to xml,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/365,cdx,CycloneDX/cdxgen,2023-06-26 19:25:38+00:00,Output file does not appear to conform to the CycloneDx standard,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/366,cdx,CycloneDX/cdxgen,2023-06-27 06:46:55+00:00,"DependencyTrack JSON parsing error for ""tools"" object",Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/370,cdx,CycloneDX/cdxgen,2023-06-28 11:58:11+00:00,Docker rootless bug,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/372,cdx,CycloneDX/cdxgen,2023-06-30 09:07:08+00:00,SBOM generation Issue for Gradle Project,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/383,cdx,CycloneDX/cdxgen,2023-07-08 20:25:32+00:00,Using '--configuration runtimeClassPath' in GRADLE_ARGS aborts with an error,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/384,cdx,CycloneDX/cdxgen,2023-07-08 20:32:48+00:00,Setting GRADLE_DEPENDENCY_TASK doesn't do anything,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/388,cdx,CycloneDX/cdxgen,2023-07-11 17:27:37+00:00,Issues with referencing components in dependency relationships (Python SBOM),Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/389,cdx,CycloneDX/cdxgen,2023-07-11 17:51:36+00:00,[NodeJs] Purls not properly encoded in the dependencies section,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/398,cdx,CycloneDX/cdxgen,2023-07-13 16:25:14+00:00,[Python] Dependencies section empty despite having poetry.lock,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/399,cdx,CycloneDX/cdxgen,2023-07-13 17:29:58+00:00,[Gradle] metadata.component.components not populated anymore for multi-module projects,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/400,cdx,CycloneDX/cdxgen,2023-07-13 17:51:30+00:00,Slow performance on WSL,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/401,cdx,CycloneDX/cdxgen,2023-07-13 17:53:46+00:00,[Yarn] purl and bom-ref not populated for root project. ,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/403,cdx,CycloneDX/cdxgen,2023-07-14 06:29:32+00:00,submitting SBOM to Dependy Tracker not working,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/405,cdx,CycloneDX/cdxgen,2023-07-14 18:29:24+00:00,cdxgen stucks inside a docker container,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/406,cdx,CycloneDX/cdxgen,2023-07-17 09:40:16+00:00,[Pnpm] cdxgen fails for pnpm projects with `@` in their group name on 9.2.2,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/410,cdx,CycloneDX/cdxgen,2023-07-19 21:26:32+00:00,Running cdxgen in a virtualenv messes it up,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/411,cdx,CycloneDX/cdxgen,2023-07-20 00:12:38+00:00,Python requirements file without pinned version crashes cdxgen,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/418,cdx,CycloneDX/cdxgen,2023-07-21 15:59:28+00:00,[NPM] Dependencies section is inaccurate in projects using package-lock <= v2,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/421,cdx,CycloneDX/cdxgen,2023-07-26 15:54:39+00:00,[Gradle] Inaccurate dependencies section in projects with `gradle.lockfile`,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/423,cdx,CycloneDX/cdxgen,2023-07-26 18:39:41+00:00,GRADLE_ARGS partially ignored in recursive mode,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/429,cdx,CycloneDX/cdxgen,2023-07-31 18:01:07+00:00,[Poetry] Inaccurate dependency tree,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/43,cdx,CycloneDX/cdxgen,2021-03-08 09:07:08+00:00,cdxgen fails to parse gnu license with Error: Invalid character in string,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/431,cdx,CycloneDX/cdxgen,2023-08-01 15:34:40+00:00,[Gradle] Dependency tree population broken on versions >= 9.3.0,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/434,cdx,CycloneDX/cdxgen,2023-08-02 10:12:34+00:00,required-only with yarn3 doesn't exclude dev dependencies,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/436,cdx,CycloneDX/cdxgen,2023-08-02 20:05:01+00:00,Getting error on new version of cdxgen,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/439,cdx,CycloneDX/cdxgen,2023-08-04 11:12:48+00:00,"Maven-cache analysis might miss components/packages when .pom file is present, but not a META-INF folder",Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/442,cdx,CycloneDX/cdxgen,2023-08-04 17:05:58+00:00,dependency tree incomplete,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/448,cdx,CycloneDX/cdxgen,2023-08-10 12:44:19+00:00,cdxgen ignores android application modules,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/45,cdx,CycloneDX/cdxgen,2021-04-08 20:46:28+00:00,Incorrect BOM when private repos are added,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/454,cdx,CycloneDX/cdxgen,2023-08-11 16:01:42+00:00,[Python] piptree is hanging for scipy repo,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/462,cdx,CycloneDX/cdxgen,2023-08-14 04:20:52+00:00,Fallback option for pip freeze version,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/464,cdx,CycloneDX/cdxgen,2023-08-14 14:09:46+00:00,[Gradle] cdxgen doesn't support 'jetify',Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/474,cdx,CycloneDX/cdxgen,2023-08-18 05:09:53+00:00,fineract gradle sbom has validation errors,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/478,cdx,CycloneDX/cdxgen,2023-08-20 21:38:44+00:00,swift tests are broken,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/479,cdx,CycloneDX/cdxgen,2023-08-20 22:24:31+00:00,Changes to 'createJarBom' break single-module Gradle project when running multi-language,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/48,cdx,CycloneDX/cdxgen,2021-04-29 17:20:19+00:00,cdxgen throws on monorepo input,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/482,cdx,CycloneDX/cdxgen,2023-08-22 11:33:28+00:00,Issue in Clojure dependency fetch,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/485,cdx,CycloneDX/cdxgen,2023-08-22 15:26:52+00:00,"Getting ""must NOT have additional properties"" while generating sbom",Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/497,cdx,CycloneDX/cdxgen,2023-08-25 18:17:07+00:00,sbom generation for ubuntu possibly broken,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/506,cdx,CycloneDX/cdxgen,2023-08-30 20:18:16+00:00,Windows OS name (e.g. Microsoft Windows 11) incorrectly reported,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/515,cdx,CycloneDX/cdxgen,2023-08-31 20:48:05+00:00,"Version numbers appended to package name, version marked latest",Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/516,cdx,CycloneDX/cdxgen,2023-08-31 21:42:45+00:00,Reports package not found on PyPI erroneously,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/517,cdx,CycloneDX/cdxgen,2023-08-31 23:37:17+00:00,Incomplete SBOM for Bazel,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/521,cdx,CycloneDX/cdxgen,2023-09-01 15:39:22+00:00,cdxgen 9.7.0 regression test failure,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/527,cdx,CycloneDX/cdxgen,2023-09-03 21:59:51+00:00,warnings in universal mode for vuln-spring,Bug Fixes and Defects
https://api.github.com/repos/CycloneDX/cdxgen/issues/53,cdx,CycloneDX/cdxgen,2021-05-12 07:03:31+00:00,[Dependency-Track integration] JSON BOM upload fails with Dependency Track 4.2.2,Bug Fixes and Defects
